,idx,class,conversation,types
13408,13408,위협대화,"학폭하는 연예인들 다 갈아버렸으면 좋겠다.
학창시절때 일진이였으면 할거 다하고 다녔겠네
맞아 잘가라 멀리 안나간다","VIOLENCE
IMMORAL_NONE
IMMORAL_NONE"
13410,13410,위협대화,"영상 속 여성분 토네이도에 휩쓸려서 실종되셨다고 합니다...
ㅋㅋ 회오리 감자네
진짜 걍 사패새77ㅣ네?
진지충새기가 웃자고 한 말에 득달같이 달려드네 ㅋㅋ
니 가족들 다 두져도 그딴 말 할 수 있냐?
니 엄마 죽었을 땐 할 수 있을듯^^","IMMORAL_NONE
CENSURE
CENSURE
ABUSE
CENSURE
CENSURE
ABUSE
CENSURE
VIOLENCE"
13414,13414,위협대화,"#@인간및인간집단.조직및단체.가수그룹.남성# 무개념팬 시러
맞아 개념 없는 팬들은 입9녕에 총 넣어 쏴야해
서로 존중해주면 좋을텐데","IMMORAL_NONE
VIOLENCE
HATE
IMMORAL_NONE"
13416,13416,위협대화,"모의고사 언제야?
다음주 수요일에 치자나
치기 너무 싫네 학교 폭파시켜야겠다 오늘","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CENSURE
CRIME"
13424,13424,위협대화,"코로나 파견 간호사들 돈 많이 버네
연봉 1억은 일도 아니구나.
퇴근할 때 몰래 따라가서 칼로 찌르고 고문해서 비번 알아낸 다음 전재산 탈취하고 싶다.
목숨 걸고 고생하는 사람들한테 뭐라는 거야?","IMMORAL_NONE
IMMORAL_NONE
CRIME
VIOLENCE
CENSURE"
13428,13428,위협대화,"개 짖는 소리 좀 안나게 합시다 제발
개가 짖는거는 자연스러운겁니다
가마솥에 넣고 끓이기 전에 처리해라","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CENSURE"
13435,13435,위협대화,"한남들 밥먹을 때 땀 흘리는거 역겨워
가끔 주먹에 힘드가서 줘패고 싶다니깐
나도 그럴 때가 있드라","HATE
CENSURE
VIOLENCE
CRIME
IMMORAL_NONE"
13436,13436,위협대화,"인터넷 세상에 쉰내 틀내 죽음의 향내가 진동을 한다.
자판 두들겨 대는 노친네 반만 죽여도 한국은 나름 살만할 듯
노인은 죽었을 때가 제일 아름답다.","CENSURE
HATE
CENSURE
VIOLENCE
CENSURE
HATE"
13438,13438,위협대화,"어제 유기견 얘기 나오는 다큐 봤어?
어 불쌍하긴 한데 좀 더럽고 그러지 않았어 넌?
어차피 주인도 없는 것들인데 그냥 죽이는 게 낫지 않아?","IMMORAL_NONE
DISCRIMINATION
CENSURE
VIOLENCE"
13440,13440,위협대화,"운전을 어디서 배웠노 나쁜넘아
운전을 어디서 배워 학원에서 배웠지 더나쁜넘아
니며살이고 일마?
니는 며살이고 일마마?
니딱보께나 30대네 나는 니보다 열살은 많다.
나이많은게 자랑이가 나이많아서 좋것다.
이 자식이 안되것네.사고로 콩밥좀 먹이야것네.
이정도 사고로 누가 콩밥묵는다더노 니바보가?
머시라고 바보가? 어디서 어른한테 이런말을하노.
어른이면 어른값을 해야지 나이뭇다고 다어른이가?
니는 어미 아비도없나 어디서 이런교육을 받았노.
이런일에 어미아비까지나오나 완전 정상아니네.
정상아니네? 니가 정상아닌 맛을좀 보고싶나 이리와바라
알았다 가께 때리바라.아나 때리바라.
이자식 때리라면 못때릴거 같나.","HATE
ABUSE
CENSURE
CENSURE
CENSURE
CENSURE
CENSURE
HATE
CENSURE
ABUSE
ABUSE
ABUSE
ABUSE
CENSURE
VIOLENCE"
13441,13441,위협대화,"여사친한명이 순경인데 합격해서 현장에 있음 몸무게 38 kg ㅋㅋㅋ
몸무게가... 범인은 잡겠나 ㅋㅋ..
할일 없다고 연락 오는데 꿀빠는거 보니까 머리통에 팔콘펀치 마려움 세금도둑련임","IMMORAL_NONE
IMMORAL_NONE
HATE
CENSURE
VIOLENCE"
13449,13449,위협대화,"너무 사람들한테 굽히고 늘 죄송하다고 할 필요가 없어.
강강약약류 인간들한테 호의를 잘못 베풀면 그 벌레같은 것들은 네 목부터 물어 뜯을거야.
휴 내가 전에 괜히 굽혔던 상황으로 다시 돌아가면 그 자식들 야구방망이로 갈기고 싶네.","IMMORAL_NONE
HATE
CENSURE
ABUSE
DISCRIMINATION
HATE
CENSURE
VIOLENCE"
13455,13455,위협대화,"정신 지체 장애인을 키우는 부모의 마음은 어떨까?
뭐, 자기 애를 길거리에 버리거나 죽여 버리고 싶겠지 ㅋㅋㅋ
솔직히 내 자식이 장애인이면 난 그냥 시골에 버리고 온다 ㅋㅋㅋ","IMMORAL_NONE
HATE
VIOLENCE
CRIME
HATE
CRIME"
13457,13457,위협대화,"저 강아지 좀 봐봐 엄청 작고 귀엽지?
저 멍멍이 보신탕으로 끓이면 한그릇도 안되겠네
확 다리 분질러서 다 끓이고 싶다","IMMORAL_NONE
VIOLENCE
CRIME
VIOLENCE
CRIME"
13458,13458,위협대화,"진짜 쟤는 저딴 안여돼가 뭐가 좋다고 사귀냐
돈도 별로 없어다던데, 쟤 진짜 아까움.
솔까 나 쟤 한 번 먹고 싶다 ㅋㅋㅋ
야 맛있는 건 나에게 먼저 양보해야지!ㅋㅋㅋ","CENSURE
CENSURE
CENSURE
VIOLENCE
CRIME
SEXUAL
CENSURE
VIOLENCE
CRIME
SEXUAL"
13462,13462,위협대화,"그 친구 크게 다쳐서 지금 중환자실에 있대
그냥 뒤지는 게 본인이나 가족들한테 이득인데
사실 머리 다친 거면 답 없거든ㅋ","IMMORAL_NONE
CENSURE
VIOLENCE
VIOLENCE
CENSURE"
13463,13463,위협대화,"난 먹어도 살이 안 쪄!
으이구 재수 없는 년!
지방 덩어리를 입에 처넣어버릴까보다.","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE"
13466,13466,위협대화,"어제도 걔 만나서 너무 피곤하다.
걔는 이기적이면서 배려심 깊다고 칭찬받고 싶어하는 조울증 덩어린데 걔를 왜 자꾸 만나?
나도 내 머리에 칼빵 놓고 싶으니까 가만히 좀 있어봐.","IMMORAL_NONE
DISCRIMINATION
CENSURE
VIOLENCE"
13472,13472,위협대화,"여친 성격이 넘 드세서 미치겠는데 잠재울 방법 좀 없냐
삼일한 배빵 콤보로 넙죽 엎드리게 만들어야지
그러다 보력지원 나오는 거 아니냐","IMMORAL_NONE
CRIME
DISCRIMINATION
VIOLENCE
CENSURE
DISCRIMINATION"
13476,13476,위협대화,"샹 쩝쩝충 주댕이 꼬매버리고 싶어
지금 식당에서 내 옆테이블애가 개십쩝쩝충인데 진심으로 살인충동들어
근데 진짜 먹을 때 소리 안내는건 예절이잖아.. 서로 좀 조심해주지...","VIOLENCE
ABUSE
CENSURE
ABUSE
IMMORAL_NONE"
13481,13481,위협대화,"왜 이렇게 주제를 모르는 여자들이 많냐
삼일에 한번씩 배빵 놔줘야 하는데 아쉽다
삼일에 한 번가지고 되겠냐?","IMMORAL_NONE
CENSURE
VIOLENCE
IMMORAL_NONE"
13482,13482,위협대화,"하나님은 살아있습니다
예수쟁이들 다 불살라 죽여버리자","IMMORAL_NONE
VIOLENCE
CENSURE"
13490,13490,위협대화,"근데 살아본 인간은 알겠지만 중국인이 많아서 안좋은 게 아니고 안좋은 지역이라서 중국인이 많은 거다
ㄹㅇ 나 금천구 사는데 임대아파트 장애인들이랑 노인새기들 정신나간거 같음
맨날 길바닥에 전동 휠체어 우르르 끌고 나와서 막걸리 까는 게 임대충 종특임
지들끼리 떠들면서 지나가는 사람 꼬라보고 히히덕거리는게 하루 일과지
그런 거 볼때마다 저런 벌레들 밥줄라고 내가 세금내나 싶어서 슬프다
조선족 전에 그런 것들부터 싹다 포크레인으로 묻어버려야 하는데","HATE
DISCRIMINATION
DISCRIMINATION
HATE
ABUSE
DISCRIMINATION
HATE
CENSURE
ABUSE
DISCRIMINATION
HATE
CENSURE
DISCRIMINATION
HATE
CENSURE
ABUSE
VIOLENCE
DISCRIMINATION
HATE
CENSURE"
13493,13493,위협대화,"여자들 1년에 2번 전 부치는 것도 힘들다고 찡찡대면 결혼은 왜 한 거냐?
옛날처럼 때려 가면서 시켜야지, 안 맞으니까 한녀들이 배가 부른 거다
그런 각오도 안 됐으면 왜 가랑이 벌려서 결혼을 하냐고","CENSURE
CENSURE
VIOLENCE
DISCRIMINATION
HATE
CENSURE"
13494,13494,위협대화,"교수가 무슨 공지도없이 갑자기 대면으로 바꿔버리냐
진짜 공지없이 대면으로 바꿔서 하루 결석했어.. 개짜증나 진짜로 죽여버리고싶어
시2발 머리털도 없는 틀딱 새1끼가 개념이 ㅈ도없어요;;","IMMORAL_NONE
CENSURE
VIOLENCE
CRIME
ABUSE
CENSURE"
13495,13495,위협대화,"이게 8강에서 볼 수 있는 수비냐?
쓸모 없는 발 잘라 버리기나 해라","IMMORAL_NONE
CENSURE
VIOLENCE"
13497,13497,위협대화,"2009년부터 저 앱 쓴거네
그때 저 앱 없었어 멍청아
알지도 못하면서 입 터는거 보니까 주먹 날리고 싶네.","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE"
13499,13499,위협대화,"학교 도서관 언제부터 언제까지 휴관인가요?
핑프냐 그것도 혼자 못 찾으면 어떻게 대학 들어왔냐 어휴 한심하다 한심해
왜 와서 시비질이야 창자 꺼내서 줄넘기하기 전에 그냥 지나가라 안가르쳐줄거면","IMMORAL_NONE
CENSURE
VIOLENCE
CENSURE"
13505,13505,위협대화,"요즘 길에 노숙자 분들 엄청 많던데 겨울에 안추우신가.
아 맞아 나도 오는 길에 봤어 한 10명 정도 본듯?
근데 난 노숙자들 길거리에 무릎꿇고 있는 거 보면 발로 까고 싶어 방해됨","IMMORAL_NONE
IMMORAL_NONE
CENSURE
VIOLENCE"
13507,13507,위협대화,"어제 부모님 보이스 피싱당할 뻔 했어ㅠㅠ
보이스 피싱하는 놈들 다 총으로 쏴 죽여야 하는데.
진짜 인간이기를 포기한 사람들…","IMMORAL_NONE
CENSURE
VIOLENCE
CENSURE
ABUSE"
13508,13508,위협대화,"칠순 찍고 자살하는 게 답이다
더 살아봤자 짐덩이임
오 먼저 니 부모 먼저 처리하고 결과 알려줘
설마 부모 70 넘었냐? 개틀딱이네","VIOLENCE
DISCRIMINATION
HATE
CENSURE
DISCRIMINATION
HATE
CENSURE
CENSURE
VIOLENCE
DISCRIMINATION
HATE
CENSURE"
13513,13513,위협대화,"뭐만 하면 다 일베탓임
ㅋㅋ 십선비들 엣헴 엣헴
니들 더러운 면상 한 번 보고싶네
입 찢어놓게ㅋㅋㅋㅋㅋㅋ","IMMORAL_NONE
CENSURE
HATE
VIOLENCE"
13518,13518,위협대화,"절연이 아니라 살인을 했어야 했는데.
네가 안 죽여서 지금 2차 가해 일어나고 있잖아요.
법이 무서워 죽이지 못했던 내 잘못이 크다.","VIOLENCE
CRIME
CENSURE
VIOLENCE
VIOLENCE
CRIME"
13526,13526,위협대화,"공부하기 싫다...
야 한심한 놈아 그딴 식으로 살다가 길바닥에 나앉은 거지 되는 거야
뚫린 입이라고 막말하네 혓바닥에 담배 지져본 적 있냐?","IMMORAL_NONE
CENSURE
VIOLENCE"
13532,13532,위협대화,"가정폭력은 대물림된다더니 너 같은 놈이랑 결혼한 내가 정신 나간 년이다.
니가 정신 나간 년인 거 이제야 알았구나.
이런 거 속이고 결혼시킨 니 부모도 사기꾼인 건 마찬가지야.
모자란 년, 더 얻어터지기 전에 입 닫아라.","CENSURE
ABUSE
CENSURE
VIOLENCE
ABUSE
CENSURE"
13535,13535,위협대화,"못생긴 한녀는 회초리로 좀 씨게 맞아야해 ㅋㅋㅋ 맞아야 말을 듣지?
너무 외모로 사람을 평가하면 안좋다니까 개개인마다 매력이 있다고 생각해 항상
아 네네네~ 위인전에 실리겠다 너는 ㅋㅋ 근데 한녀들은 너처럼 고지식한 남자 딱 싫어해","DISCRIMINATION
VIOLENCE
CENSURE
IMMORAL_NONE
DISCRIMINATION
CENSURE"
13537,13537,위협대화,"넌 멘탈이 너무약해.
요즘 멘탈 깨질일이 너무많아서 그럼 씻팔 자살마렵네.
그래도 멘탈 좀 잘 잡아봐.","IMMORAL_NONE
VIOLENCE
ABUSE
IMMORAL_NONE"
13538,13538,위협대화,"남자친구 죽여버리고 싶다.
걔가 또 무슨 짓을 했니?
집에 가고 싶다는데 서 있는 곳이 집일 수 있게 콘크리트에 묻어주고 싶어.","VIOLENCE
IMMORAL_NONE
VIOLENCE"
13544,13544,위협대화,"정말 대한민국 인권은 최고야
인간 백정을 공무원시키는 나라지
저런 걸 변호한 변새는 조리돌림시켜야 하는데 말야","IMMORAL_NONE
HATE
CENSURE
ABUSE
DISCRIMINATION
HATE
CENSURE
VIOLENCE
ABUSE"
13549,13549,위협대화,"아 진짜 층간소음때문에 너무 힘들어
내가 방법알려줌
진짜 그냥 칼들고 올라가서 죽여버린다고 협박하셈 그럼 조용해짐","IMMORAL_NONE
IMMORAL_NONE
CRIME
VIOLENCE"
13550,13550,위협대화,"저 둘은 서로 안 어울리는 것 같은데..
콜라보를 개떡같이 하네
마케팅 담당자 자살해야 할 듯","IMMORAL_NONE
ABUSE
CENSURE
CENSURE
VIOLENCE"
13551,13551,위협대화,"시험에 안 배운 게 나오면 어쩌라는 거야.
내가 그것까지 알면 저 한심한 틀딱놈 밑에서 수업 듣지도 않았을 텐데.
저 사람 때문에 자퇴하고 싶으면 저 인간을 죽여야 하는 거 아닐까.","IMMORAL_NONE
HATE
CENSURE
HATE
VIOLENCE"
13555,13555,위협대화,"편돌이들 응대는 커녕 폰만 쳐보는데 없어져야지 ㅋㅋ
손님이고 나발이고 본인이 일하는 가게에 누가 왔는데 인사하는게 맞는거지
에휴 지잡노예거지들 그냥 외노자한테 밀려서 다 죽어라","CENSURE
HATE
IMMORAL_NONE
DISCRIMINATION
HATE
CENSURE
VIOLENCE"
13556,13556,위협대화,"다음 주에 잔금 치러야 하는데...
대출 다 막으면 우리는 어쩌라는 건지
정치인들 다 쏴 죽이고 싶다 진심 에휴...","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
13564,13564,위협대화,"야 돈벌기가 쉽지 않다.
맞다 너 알바 시작했다며 어때? 할만해?
하 할배놈들 주문할 때 말 좀 똑바로 해라 쟁반으로 머가리 후려치기 전에","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE"
13573,13573,위협대화,"정신병 댓글 싸지르다가 손가락 꺾이면 좋으냐?
정신병에 반응하는 니 꼴통부터 갈아줄게.","CENSURE
VIOLENCE
CENSURE
VIOLENCE
ABUSE"
13577,13577,위협대화,"노인들이 청년 일자리 빼앗네
정년 나이 낮추고 일정한 나이되면 직업도 제안하면 좋겠어
노인들이 할 일은 세상에서 빨리 사라져 주는 거야","HATE
DISCRIMINATION
HATE
VIOLENCE"
13578,13578,위협대화,"시끄러우니까 적당히 해라
나한테 그런 거야 지금?
여기 시끄러운 녀석 너 밖에 더 있냐
너는 뭔데 미칠년이야?
아는구만 뭘 물어봐 그래 나 미칠년이다 개자녀야
공동구역인데 같이좀 사용하면 안되니?막무가내로 화를내니
막무가내가아니라 벌써 몇번째라야 화를안내지
한번이라도 말을해야지 그랬으면 조심했을꺼잔아
문화시민이 말을 해야 아니 같이 사용하는 곳은 예절좀 지켜
아랏다 문화 대시민 나싯네 어쩌구니가 없네
머가 어처구니가없어. 할말잇으면 해바라 입도 뚤려있네
아니 이게 보자 보자하니까 터진 입이라고 막질러대네
오냐 오늘 이판사판이다 누가 죽던 한번 붙어보자.","HATE
HATE
IMMORAL_NONE
ABUSE
ABUSE
HATE
IMMORAL_NONE
HATE
IMMORAL_NONE
CENSURE
ABUSE
ABUSE
ABUSE
VIOLENCE"
13581,13581,위협대화,"아 진짜 너무 짜증 나게 하는 인간이 있네
좀 나가 죽었으면 좋을 정도네
대체 무슨 짓을 하길래 그 정도야?","CENSURE
VIOLENCE
IMMORAL_NONE"
13584,13584,위협대화,"요즘 여직원한테 뭐라고 하지도 못하긋어
페미정신들이 깃들었나 뭐만하면 대들고 조패고싶다니깐
솔직히 남자들보다 효율이 떨어지는거 모르나본데?","IMMORAL_NONE
VIOLENCE
CRIME
CENSURE
DISCRIMINATION
CENSURE"
13591,13591,위협대화,"부장 오늘 회의에서 엄청 신경질 부리던데
노처녀 히스테리에다가 틀딱 피해망상증까지 생긴 것 같아
역시 늙은 여자들은은 자살하는 법을 만들어야 한다니까","IMMORAL_NONE
CENSURE
CENSURE
VIOLENCE"
13592,13592,위협대화,"와 저 사람은 아직도 국가 뭐 단체 하네
ㄹㅇ 나랏돈 빼먹는 거 하나는 선수인 듯. 저런 도둑들부터 잡아죽이고 새 정권 시작해야함
저런 기관은 좀 어떻게 해야할까","IMMORAL_NONE
CENSURE
VIOLENCE
IMMORAL_NONE"
13597,13597,위협대화,"니 주머니 속에 내 꺼 있다에 내 손모가지건다 ㅋㅋ
응 당장 손모가지 내놔 부러뜨리게
야 말이 그런 거지 진지충아","IMMORAL_NONE
VIOLENCE
CENSURE"
13601,13601,위협대화,"개명투표였던거야?
갈아 엎었어야 할 수준이네
대안기구 같은 소리하네ㅋㅋㅋ 머가리를 깨쳐벌라","IMMORAL_NONE
IMMORAL_NONE
VIOLENCE
CENSURE
ABUSE"
13606,13606,위협대화,"오늘 왜이렇게 예민해?
생리하냐?
지금 니 모가지 비틀어서 죽여버릴 수도 있으니까 짜증나게 하지 말고 걍 가라","IMMORAL_NONE
CENSURE
VIOLENCE"
13607,13607,위협대화,"""우리 개는 안물어요""의 말로...
개가 개를 키우니 그렇지.
견주는 즉시 도살하고 개는 처벌하자.","IMMORAL_NONE
CENSURE
VIOLENCE
CRIME"
13609,13609,위협대화,"너 운전 그따위로 할 거면 집어쳐
안박았으면 됐잖아요
뭐? 창자로 줄넘기를 해버릴라","CENSURE
IMMORAL_NONE
VIOLENCE"
13611,13611,위협대화,"진짜 캣맘충 샛기들 걸리기만 해라
그런 말을 왜 써, 그냥 고양이한테 밥 주는 사람들인데
아니 야생에서 잘만 살고 있는 고양이들한테 먹이를 왜 쳐주냐고
자연 순리가 있는 건데 고양이 개체수 급증하면 밤마다 쥰내 시끄러운 거 알잖아
그래도 생명이 죽어가는데 내동댕이치는 것보다야 났지.
캣맘충들 ㅈㄴ 잔인하고 이기적이다
지들이 좋아하는 고양이들은 구조해주고, 같은 생명인 벌레들은 무참히 짓밟아버리잖아
아니 그냥 나도 오늘부터 캣맘 전직해서 캣맘충들 고양이 먹이로 던져줘야겠다","HATE
CENSURE
ABUSE
IMMORAL_NONE
ABUSE
CENSURE
IMMORAL_NONE
IMMORAL_NONE
ABUSE
HATE
CENSURE
CENSURE
HATE
HATE
VIOLENCE
CENSURE"
13613,13613,위협대화,"돼지 같은 여자가 미니스커트 입고 지하철 올라가는 거 봤는데 쇠파이프로 종아리 후리고 싶더라
돼지 족발 돈주고 보라고 해도 안 본다
남한테 신경 좀 끄고 살아라","HATE
CENSURE
VIOLENCE
HATE
CENSURE
IMMORAL_NONE"
13615,13615,위협대화,"부모가 언제 취직하냐고 닥달하는 거 빡친다.
돈 축내는 돼지 낳은 부모님 생각도 좀 해라.
지 돈은 한 푼도 없으면서 부모 탓하는 거 죽여버리고 싶네.","CENSURE
CENSURE
CENSURE
VIOLENCE"
13617,13617,위협대화,"아 소리 진짜 시끄러운데 조금만 조용히 해주세요 저녁이라도
이 아줌마 웃기네 뭐가 시끄럽다고 예민하게 군데~ 헛 소리 듣는거 아니야? 우리집이 아니라 정신병원이나 가~
이 련이 봐줬더니만 이게 호의인지도 모르고 똥을 쳐 싸네 듸질래? 니네집 애새77ㅣ들 토막나서 아침에 너가 발견하기 싫으면 싸물고 있어","IMMORAL_NONE
CENSURE
VIOLENCE
ABUSE"
